n,max_N,min_M
6537,59668,988907
6538,9808,1038767
6539,29428,1019147
6540,7360,1041215
6541,19624,1028951
6542,22084,1026491
6543,66256,982319
6544,6544,1042031
6545,19636,1028939
6546,16576,1031999
6547,29464,1019111
6548,6548,1042027
6549,19648,1028927
6550,14740,1033835
6551,44224,1004351
6552,6552,1042023
6553,22120,1026455
6554,9832,1038743
6555,74680,973895
6556,95956,952619
6557,95956,952619
6558,95956,952619
6559,112084,936491
6560,6560,1042015
6561,19684,1028891
6562,10528,1038047
6563,29536,1019039
6564,12472,1036103
6565,19696,1028879
6566,14776,1033799
6567,49876,998699
6568,6568,1042007
6569,250504,798071
6570,9856,1038719
6571,94768,953807
6572,7396,1041179
6573,19720,1028855
6574,22192,1026383
6575,66580,981995
6576,9232,1039343
6577,19732,1028843
6578,11104,1037471
6579,29608,1018967
6580,9232,1039343
6581,19744,1028831
6582,25000,1023575
6583,44440,1004135
6584,9232,1039343
6585,22228,1026347
6586,9880,1038695
6587,33352,1015223
6588,18772,1029803
6589,19768,1028807
6590,50056,998519
6591,975400,73175
6592,9232,1039343
6593,19780,1028795
6594,42280,1006295
6595,42280,1006295
6596,6596,1041979
6597,19792,1028783
6598,14848,1033727
6599,67768,980807
6600,9232,1039343
6601,33424,1015151
6602,9904,1038671
6603,29716,1018859
6604,9232,1039343
6605,19816,1028759
6606,37636,1010939
6607,66904,981671
6608,9232,1039343
6609,19828,1028747
6610,25108,1023467
6611,29752,1018823
6612,9232,1039343
6613,19840,1028735
6614,80512,968063
6615,80512,968063
6616,6616,1041959
6617,22336,1026239
6618,9928,1038647
6619,50272,998303
6620,11176,1037399
6621,19864,1028711
6622,190996,857579
6623,190996,857579
6624,9232,1039343
6625,37744,1010831
6626,9940,1038635
6627,29824,1018751
6628,9448,1039127
6629,19888,1028687
6630,14920,1033655
6631,75544,973031
6632,9232,1039343
6633,56680,991895
6634,9952,1038623
6635,85048,963527
6636,8404,1040171
6637,19912,1028663
6638,22408,1026167
6639,127636,920939
6640,9232,1039343
6641,19924,1028651
6642,45520,1003055
6643,45520,1003055
6644,9232,1039343
6645,19936,1028639
6646,345544,703031
6647,345544,703031
6648,18952,1029623
6649,182068,866507
6650,18952,1029623
6651,37888,1010687
6652,95956,952619
6653,95956,952619
6654,170584,877991
6655,575728,472847
6656,6656,1041919
6657,21688,1026887
6658,9988,1038587
6659,29968,1018607
6660,250504,798071
6661,250504,798071
6662,250504,798071
6663,44980,1003595
6664,6664,1041911
6665,33748,1014827
6666,10000,1038575
6667,250504,798071
6668,7504,1041071
6669,20008,1028567
6670,250504,798071
6671,250504,798071
6672,9232,1039343
6673,20020,1028555
6674,16900,1031675
6675,30040,1018535
6676,9232,1039343
6677,20032,1028543
6678,15028,1033547
6679,45088,1003487
6680,9232,1039343
6681,22552,1026023
6682,10024,1038551
6683,114208,934367
6684,11284,1037291
6685,20056,1028519
6686,33856,1014719
6687,101572,947003
6688,6688,1041887
6689,20068,1028507
6690,10036,1038539
6691,30112,1018463
6692,14308,1034267
6693,20080,1028495
6694,15064,1033511
6695,50848,997727
6696,6696,1041879
6697,85840,962735
6698,10048,1038527
6699,30148,1018427
6700,9232,1039343
6701,20104,1028471
6702,22624,1025951
6703,85912,962663
6704,6704,1041871
6705,20116,1028459
6706,11320,1037255
6707,30184,1018391
6708,6708,1041867
6709,20128,1028447
6710,86020,962555
6711,86020,962555
6712,8080,1040495
6713,22660,1025915
6714,10072,1038503
6715,34000,1014575
6716,17008,1031567
6717,20152,1028423
6718,51028,997547
6719,153088,895487
6720,6720,1041855
6721,20164,1028411
6722,10084,1038491
6723,30256,1018319
6724,6724,1041851
6725,20176,1028399
6726,15136,1033439
6727,45412,1003163
6728,6728,1041847
6729,34072,1014503
6730,10096,1038479
6731,30292,1018283
6732,7576,1040999
6733,20200,1028375
6734,25576,1022999
6735,68200,980375
6736,6736,1041839
6737,138400,910175
6738,138400,910175
6739,138400,910175
6740,6740,1041835
6741,20224,1028351
6742,15172,1033403
6743,45520,1003055
6744,6744,1041831
6745,22768,1025807
6746,10120,1038455
6747,57652,990923
6748,11392,1037183
6749,20248,1028327
6750,34180,1014395
6751,102544,946031
6752,6752,1041823
6753,25648,1022927
6754,10132,1038443
6755,30400,1018175
6756,6756,1041819
6757,20272,1028303
6758,15208,1033367
6759,115504,933071
6760,6760,1041815
6761,61720,986855
6762,10144,1038431
6763,30436,1018139
6764,21688,1026887
6765,21688,1026887
6766,22840,1025735
6767,250504,798071
6768,6768,1041807
6769,20308,1028267
6770,32560,1016015
6771,32560,1016015
6772,6772,1041803
6773,20320,1028255
6774,17152,1031423
6775,45736,1002839
6776,8584,1039991
6777,38608,1009967
6778,10168,1038407
6779,34324,1014251
6780,48904,999671
6781,48904,999671
6782,77272,971303
6783,260800,787775
6784,6784,1041791
6785,28996,1019579
6786,10180,1038395
6787,30544,1018031
6788,6788,1041787
6789,20368,1028207
6790,15280,1033295
6791,45844,1002731
6792,9232,1039343
6793,58048,990527
6794,10192,1038383
6795,30580,1017995
6796,9232,1039343
6797,20392,1028183
6798,176740,871835
6799,176740,871835
6800,9232,1039343
6801,39364,1009211
6802,39364,1009211
6803,39364,1009211
6804,9232,1039343
6805,20416,1028159
6806,15316,1033259
6807,45952,1002623
6808,9232,1039343
6809,1276936,197285
6810,10216,1038359
6811,314656,733919
6812,14560,1034015
6813,20440,1028135
6814,34504,1014071
6815,1276936,197285
6816,6816,1041759
6817,32776,1015799
6818,41524,1007051
6819,41524,1007051
6820,65608,982967
6821,65608,982967
6822,65608,982967
6823,560356,488219
6824,6824,1041751
6825,897856,150719
6826,10240,1038335
6827,83104,965471
6828,9232,1039343
6829,20488,1028087
6830,23056,1025519
6831,69172,979403
6832,6832,1041743
6833,20500,1028075
6834,11536,1037039
6835,30760,1017815
6836,6836,1041739
6837,20512,1028063
6838,25972,1022603
6839,46168,1002407
6840,6840,1041735
6841,23092,1025483
6842,10264,1038311
6843,34648,1013927
6844,17332,1031243
6845,20536,1028039
6846,52000,996575
6847,156004,892571
6848,9232,1039343
6849,20548,1028027
6850,13012,1035563
6851,30832,1017743
6852,6852,1041723
6853,20560,1028015
6854,15424,1033151
6855,46276,1002299
6856,6856,1041719
6857,34720,1013855
6858,10288,1038287
6859,30868,1017707
6860,7720,1040855
6861,20584,1027991
6862,250504,798071
6863,250504,798071
6864,9232,1039343
6865,20596,1027979
6866,26080,1022495
6867,30904,1017671
6868,9232,1039343
6869,20608,1027967
6870,24784,1023791
6871,46384,1002191
6872,9232,1039343
6873,23200,1025375
6874,10312,1038263
6875,223072,825503
6876,11608,1036967
6877,20632,1027943
6878,39184,1009391
6879,104488,944087
6880,9232,1039343
6881,58804,989771
6882,10324,1038251
6883,30976,1017599
6884,6884,1041691
6885,20656,1027919
6886,15496,1033079
6887,8153620,58746
6888,9232,1039343
6889,55888,992687
6890,10336,1038239
6891,39256,1009319
6892,8728,1039847
6893,20680,1027895
6894,23272,1025303
6895,176740,871835
6896,6896,1041679
6897,20692,1027883
6898,44224,1004351
6899,44224,1004351
6900,6900,1041675
6901,20704,1027871
6902,17476,1031099
6903,46600,1001975
6904,13120,1035455
6905,95956,952619
6906,13120,1035455
6907,95956,952619
6908,39364,1009211
6909,39364,1009211
6910,118096,930479
6911,1276936,197285
6912,9232,1039343
6913,20740,1027835
6914,10372,1038203
6915,31120,1017455
6916,9232,1039343
6917,20752,1027823
6918,15568,1033007
6919,250504,798071
6920,9232,1039343
6921,94768,953807
6922,10384,1038191
6923,31156,1017419
6924,9232,1039343
6925,20776,1027799
6926,23380,1025195
6927,70144,978431
6928,6928,1041647
6929,20788,1027787
6930,19744,1028831
6931,31192,1017383
6932,6932,1041643
6933,20800,1027775
6934,15604,1032971
6935,46816,1001759
6936,6936,1041639
6937,33352,1015223
6938,10408,1038167
6939,675376,373199
6940,11716,1036859
6941,20824,1027751
6942,35152,1013423
6943,975400,73175
6944,6944,1041631
6945,20836,1027739
6946,10420,1038155
6947,31264,1017311
6948,9232,1039343
6949,20848,1027727
6950,15640,1032935
6951,67768,980807
6952,6952,1041623
6953,79216,969359
6954,10432,1038143
6955,31300,1017275
6956,7828,1040747
6957,20872,1027703
6958,23488,1025087
6959,70468,978107
6960,6960,1041615
6961,20884,1027691
6962,11752,1036823
6963,31336,1017239
6964,6964,1041611
6965,20896,1027679
6966,80512,968063
6967,80512,968063
6968,190996,857579
6969,23524,1025051
6970,190996,857579
6971,35296,1013279
6972,190996,857579
6973,190996,857579
6974,67048,981527
6975,158920,889655
6976,9232,1039343
6977,20932,1027643
6978,10468,1038107
6979,31408,1017167
6980,9232,1039343
6981,20944,1027631
6982,15712,1032863
6983,59668,988907
6984,9232,1039343
6985,35368,1013207
6986,10480,1038095
6987,31444,1017131
6988,9232,1039343
6989,20968,1027607
6990,26548,1022027
6991,70792,977783
6992,9232,1039343
6993,20980,1027595
6994,59776,988799
6995,59776,988799
6996,9232,1039343
6997,20992,1027583
6998,345544,703031
6999,345544,703031
7000,7000,1041575
7001,23632,1024943
7002,10504,1038071
7003,53188,995387
7004,11824,1036751
7005,21016,1027559
7006,95956,952619
7007,106432,942143
7008,7008,1041567
7009,575728,472847
7010,10516,1038059
7011,31552,1017023
7012,7012,1041563
7013,21040,1027535
7014,15784,1032791
7015,269728,778847
7016,7016,1041559
7017,250504,798071
7018,10528,1038047
7019,31588,1016987
7020,13336,1035239
7021,21064,1027511
7022,23704,1024871
7023,250504,798071
7024,7024,1041551
7025,21076,1027499
7026,11860,1036715
7027,31624,1016951
7028,7028,1041547
7029,21088,1027487
7030,17800,1030775
7031,47464,1001111
7032,10024,1038551
7033,60100,988475
7034,10552,1038023
7035,45088,1003487
7036,26728,1021847
7037,26728,1021847
7038,202984,845591
7039,240568,808007
7040,9232,1039343
7041,33856,1014719
7042,14308,1034267
7043,31696,1016879
7044,15064,1033511
7045,21136,1027439
7046,15856,1032719
7047,47572,1001003
7048,9232,1039343
7049,67768,980807
7050,10576,1037999
7051,50848,997727
7052,9232,1039343
7053,21160,1027415
7054,23812,1024763
7055,71440,977135
7056,7056,1041519
7057,21172,1027403
7058,17872,1030703
7059,31768,1016807
7060,7060,1041515
7061,21184,1027391
7062,15892,1032683
7063,47680,1000895
7064,7064,1041511
7065,23848,1024727
7066,10600,1037975
7067,80512,968063
7068,22660,1025915
7069,22660,1025915
7070,35800,1012775
7071,120832,927743
7072,9232,1039343
7073,21220,1027355
7074,10612,1037963
7075,31840,1016735
7076,13444,1035131
7077,21232,1027343
7078,15928,1032647
7079,53764,994811
7080,9232,1039343
7081,121012,927563
7082,10624,1037951
7083,31876,1016699
7084,10096,1038479
7085,21256,1027319
7086,23920,1024655
7087,71764,976811
7088,7088,1041487
7089,21268,1027307
7090,11968,1036607
7091,31912,1016663
7092,7092,1041483
7093,21280,1027295
7094,26944,1021631
7095,47896,1000679
7096,7096,1041479
7097,23956,1024619
7098,10648,1037927
7099,35944,1012631
7100,45520,1003055
7101,45520,1003055
7102,53944,994631
7103,182068,866507
7104,9232,1039343
7105,21316,1027259
7106,20248,1028327
7107,31984,1016591
7108,9232,1039343
7109,21328,1027247
7110,16000,1032575
7111,102544,946031
7112,21688,1026887
7113,36016,1012559
7114,21688,1026887
7115,32020,1016555
7116,21688,1026887
7117,21688,1026887
7118,40552,1008023
7119,72088,976487
7120,9232,1039343
7121,21688,1026887
7122,30436,1018139
7123,32056,1016519
7124,9232,1039343
7125,21376,1027199
7126,250504,798071
7127,250504,798071
7128,8584,1039991
7129,24064,1024511
7130,10696,1037879
7131,54160,994415
7132,12040,1036535
7133,21400,1027175
7134,146500,902075
7135,146500,902075
7136,9232,1039343
7137,40660,1007915
7138,10708,1037867
7139,32128,1016447
7140,7140,1041435
7141,21424,1027151
7142,16072,1032503
7143,81376,967199
7144,9232,1039343
7145,695464,353111
7146,10720,1037855
7147,61072,987503
7148,15280,1033295
7149,21448,1027127
7150,24136,1024439
7151,122200,926375
7152,39364,1009211
7153,21460,1027115
7154,13588,1034987
7155,32200,1016375
7156,39364,1009211
7157,39364,1009211
7158,20392,1028183
7159,48328,1000247
7160,39364,1009211
7161,176740,871835
7162,39364,1009211
7163,40804,1007771
7164,103336,945239
7165,103336,945239
7166,275560,773015
7167,2092552,2299
7168,7168,1041407
7169,21508,1027067
7170,14560,1034015
7171,32272,1016303
7172,9232,1039343
7173,21520,1027055
7174,16144,1032431
7175,48436,1000139
7176,7176,1041399
7177,36340,1012235
7178,10768,1037807
7179,32308,1016267
7180,8080,1040495
7181,21544,1027031
7182,65608,982967
7183,72736,975839
7184,9232,1039343
7185,21556,1027019
7186,18196,1030379
7187,32344,1016231
7188,9232,1039343
7189,21568,1027007
7190,16180,1032395
7191,48544,1000031
7192,9232,1039343
7193,24280,1024295
7194,10792,1037783
7195,599056,449519
7196,12148,1036427
7197,21592,1026983
7198,36448,1012127
7199,138400,910175
7200,7200,1041375
7201,25972,1022603
7202,10804,1037771
7203,32416,1016159
7204,17332,1031243
7205,21616,1026959
7206,17332,1031243
7207,54736,993839
7208,7208,1041367
7209,82132,966443
7210,10816,1037759
7211,32452,1016123
7212,8116,1040459
7213,21640,1026935
7214,24352,1024223
7215,73060,975515
7216,7216,1041359
7217,21652,1026923
7218,12184,1036391
7219,32488,1016087
7220,7220,1041355
7221,21664,1026911
7222,61720,986855
7223,61720,986855
7224,9232,1039343
7225,24388,1024187
7226,10840,1037735
7227,250504,798071
7228,18304,1030271
7229,21688,1026887
7230,54916,993659
7231,164752,883823
7232,7232,1041343
7233,21700,1026875
7234,10852,1037723
7235,32560,1016015
7236,7236,1041339
7237,21712,1026863
7238,16288,1032287
7239,48868,999707
7240,7240,1041335
7241,223072,825503
7242,10864,1037711
7243,32596,1015979
7244,8152,1040423
7245,21736,1026839
7246,27520,1021055
7247,73384,975191
7248,7248,1041327
7249,21748,1026827
7250,69712,978863
7251,69712,978863
7252,7252,1041323
7253,21760,1026815
7254,16324,1032251
7255,48976,999599
7256,13120,1035455
7257,24496,1024079
7258,13120,1035455
7259,93040,955535
7260,13120,1035455
7261,21784,1026791
7262,176740,871835
7263,176740,871835
7264,7264,1041311
7265,44224,1004351
7266,39364,1009211
7267,39364,1009211
7268,39364,1009211
7269,39364,1009211
7270,39364,1009211
7271,209680,838895
7272,7272,1041303
7273,95956,952619
7274,10912,1037663
7275,95956,952619
7276,1276936,197285
7277,1276936,197285
7278,1276936,197285
7279,1702276,39821
7280,7280,1041295
7281,21844,1026731
7282,12292,1036283
7283,32776,1015799
7284,7284,1041291
7285,21856,1026719
7286,18448,1030127
7287,49192,999383
7288,9232,1039343
7289,41524,1007051
7290,10936,1037639
7291,36916,1011659
7292,27700,1020875
7293,27700,1020875
7294,83104,965471
7295,599056,449519
7296,7296,1041279
7297,21892,1026683
7298,10948,1037627
7299,32848,1015727
7300,7300,1041275
7301,21904,1026671
7302,16432,1032143
7303,49300,999275
7304,9232,1039343
7305,399976,648599
7306,10960,1037615
7307,32884,1015691
7308,9232,1039343
7309,21928,1026647
7310,24676,1023899
7311,74032,974543
7312,9232,1039343
7313,21940,1026635
7314,18520,1030055
7315,32920,1015655
7316,9232,1039343
7317,21952,1026623
7318,16468,1032107
7319,49408,999167
7320,9232,1039343
7321,24712,1023863
7322,10984,1037591
7323,400948,647627
7324,13912,1034663
7325,21976,1026599
7326,37096,1011479
7327,281716,766859
7328,7328,1041247
7329,70468,978107
7330,10996,1037579
7331,32992,1015583
7332,20896,1027679
7333,22000,1026575
7334,20896,1027679
7335,237976,810599
7336,7336,1041239
7337,225988,822587
7338,11008,1037567
7339,190996,857579
7340,9232,1039343
7341,22024,1026551
7342,24784,1023791
7343,74356,974219
7344,9232,1039343
7345,22036,1026539
7346,12400,1036175
7347,33064,1015511
7348,9232,1039343
7349,22048,1026527
7350,31408,1017167
7351,49624,998951
7352,9232,1039343
7353,24820,1023755
7354,11032,1037543
7355,59668,988907
7356,18628,1029947
7357,22072,1026503
7358,55888,992687
7359,453256,595319
7360,7360,1041215
7361,22084,1026491
7362,13984,1034591
7363,33136,1015439
7364,9232,1039343
7365,22096,1026479
7366,16576,1031999
7367,59776,988799
7368,9232,1039343
7369,37312,1011263
7370,11056,1037519
7371,33172,1015403
7372,9232,1039343
7373,22120,1026455
7374,63016,985559
7375,74680,973895
7376,7376,1041199
7377,95956,952619
7378,95956,952619
7379,95956,952619
7380,7380,1041195
7381,22144,1026431
7382,16612,1031963
7383,49840,998735
7384,10528,1038047
7385,24928,1023647
7386,11080,1037495
7387,56104,992471
7388,12472,1036103
7389,22168,1026407
7390,250504,798071
7391,250504,798071
7392,9232,1039343
7393,94768,953807
7394,11092,1037483
7395,33280,1015295
7396,7396,1041179
7397,22192,1026383
7398,16648,1031927
7399,84292,964283
7400,9232,1039343
7401,56212,992363
7402,11104,1037471
7403,144340,904235
7404,9376,1039199
7405,22216,1026359
7406,25000,1023575
7407,427192,621383
7408,9232,1039343
7409,22228,1026347
7410,26728,1021847
7411,33352,1015223
7412,9232,1039343
7413,22240,1026335
7414,18772,1029803
7415,50056,998519
7416,15856,1032719
7417,28168,1020407
7418,15856,1032719
7419,95092,953483
7420,42280,1006295
7421,42280,1006295
7422,481624,566951
7423,481624,566951
7424,7424,1041151
7425,22276,1026299
7426,23812,1024763
7427,33424,1015151
7428,7428,1041147
7429,22288,1026287
7430,16720,1031855
7431,71440,977135
7432,9232,1039343
7433,37636,1010939
7434,11152,1037423
7435,33460,1015115
7436,9232,1039343
7437,22312,1026263
7438,25108,1023467
7439,75328,973247
7440,7440,1041135
7441,22324,1026251
7442,80512,968063
7443,80512,968063
7444,7444,1041131
7445,22336,1026239
7446,16756,1031819
7447,50272,998303
7448,7448,1041127
7449,25144,1023431
7450,11176,1037399
7451,190996,857579
7452,15928,1032647
7453,22360,1026215
7454,37744,1010831
7455,113236,935339
7456,9232,1039343
7457,22372,1026203
7458,11188,1037387
7459,33568,1015007
7460,9448,1039127
7461,22384,1026191
7462,16792,1031783
7463,56680,991895
7464,9232,1039343
7465,85048,963527
7466,11200,1037375
7467,33604,1014971
7468,8404,1040171
7469,22408,1026167
7470,25216,1023359
7471,107728,940847
7472,9232,1039343
7473,45520,1003055
7474,45520,1003055
7475,45520,1003055
7476,9232,1039343
7477,22432,1026143
7478,345544,703031
7479,345544,703031
7480,9232,1039343
7481,182068,866507
7482,11224,1037351
7483,37888,1010687
7484,18952,1029623
7485,22456,1026119
7486,95956,952619
7487,170584,877991
7488,7488,1041087
7489,22468,1026107
7490,21688,1026887
7491,33712,1014863
7492,9232,1039343
7493,22480,1026095
7494,16864,1031711
7495,96064,952511
7496,250504,798071
7497,40552,1008023
7498,250504,798071
7499,33748,1014827
7500,250504,798071
7501,250504,798071
7502,32056,1016519
7503,75976,972599
7504,7504,1041071
7505,250504,798071
7506,144340,904235
7507,144340,904235
7508,7508,1041067
7509,22528,1026047
7510,16900,1031675
7511,50704,997871
7512,9232,1039343
7513,25360,1023215
7514,11272,1037303
7515,146500,902075
7516,12688,1035887
7517,22552,1026023
7518,38068,1010507
7519,114208,934367
7520,9232,1039343
7521,28564,1020011
7522,11284,1037291
7523,33856,1014719
7524,7524,1041051
7525,22576,1025999
7526,16936,1031639
