n,max_N,min_M
5114,41524,1007051
5115,29140,1019435
5116,65608,982967
5117,65608,982967
5118,897856,150719
5119,897856,150719
5120,5120,1043455
5121,15364,1033211
5122,9232,1039343
5123,23056,1025519
5124,5124,1043451
5125,15376,1033199
5126,11536,1037039
5127,34612,1013963
5128,5128,1043447
5129,25972,1022603
5130,7696,1040879
5131,23092,1025483
5132,5776,1042799
5133,15400,1033175
5134,17332,1031243
5135,52000,996575
5136,5136,1043439
5137,15412,1033163
5138,13012,1035563
5139,23128,1025447
5140,5140,1043435
5141,15424,1033151
5142,11572,1037003
5143,34720,1013855
5144,5144,1043431
5145,17368,1031207
5146,7720,1040855
5147,250504,798071
5148,9232,1039343
5149,15448,1033127
5150,26080,1022495
5151,237976,810599
5152,9232,1039343
5153,24784,1023791
5154,7732,1040843
5155,23200,1025375
5156,9232,1039343
5157,15472,1033103
5158,11608,1036967
5159,39184,1009391
5160,9232,1039343
5161,58804,989771
5162,9232,1039343
5163,23236,1025339
5164,5812,1042763
5165,15496,1033079
5166,17440,1031135
5167,55888,992687
5168,9232,1039343
5169,15508,1033067
5170,8728,1039847
5171,23272,1025303
5172,9232,1039343
5173,15520,1033055
5174,44224,1004351
5175,44224,1004351
5176,5176,1043399
5177,17476,1031099
5178,7768,1040807
5179,95956,952619
5180,13120,1035455
5181,15544,1033031
5182,39364,1009211
5183,118096,930479
5184,5184,1043391
5185,15556,1033019
5186,7780,1040795
5187,23344,1025231
5188,9232,1039343
5189,15568,1033007
5190,11680,1036895
5191,94768,953807
5192,9232,1039343
5193,26296,1022279
5194,9232,1039343
5195,23380,1025195
5196,9232,1039343
5197,15592,1032983
5198,19744,1028831
5199,52648,995927
5200,5200,1043375
5201,15604,1032971
5202,33352,1015223
5203,33352,1015223
5204,5204,1043371
5205,15616,1032959
5206,11716,1036859
5207,35152,1013423
5208,9232,1039343
5209,17584,1030991
5210,9232,1039343
5211,84544,964031
5212,9232,1039343
5213,15640,1032935
5214,33424,1015151
5215,79216,969359
5216,5216,1043359
5217,19816,1028759
5218,7828,1040747
5219,23488,1025087
5220,5220,1043355
5221,15664,1032911
5222,11752,1036823
5223,100420,948155
5224,5224,1043351
5225,80512,968063
5226,7840,1040735
5227,23524,1025051
5228,190996,857579
5229,190996,857579
5230,190996,857579
5231,67048,981527
5232,9232,1039343
5233,15700,1032875
5234,9448,1039127
5235,23560,1025015
5236,9232,1039343
5237,15712,1032863
5238,13264,1035311
5239,35368,1013207
5240,9232,1039343
5241,85048,963527
5242,9232,1039343
5243,26548,1022027
5244,19924,1028651
5245,19924,1028651
5246,59776,988799
5247,179332,869243
5248,9232,1039343
5249,345544,703031
5250,7876,1040699
5251,23632,1024943
5252,5252,1043323
5253,15760,1032815
5254,11824,1036751
5255,95956,952619
5256,5256,1043319
5257,575728,472847
5258,7888,1040687
5259,23668,1024907
5260,5920,1042655
5261,15784,1032791
5262,250504,798071
5263,250504,798071
5264,5264,1043311
5265,15796,1032779
5266,13336,1035239
5267,23704,1024871
5268,5268,1043307
5269,15808,1032767
5270,11860,1036715
5271,35584,1012991
5272,5272,1043303
5273,17800,1030775
5274,7912,1040663
5275,60100,988475
5276,10024,1038551
5277,15832,1032743
5278,26728,1021847
5279,202984,845591
5280,9232,1039343
5281,33856,1014719
5282,14308,1034267
5283,23776,1024799
5284,15064,1033511
5285,15856,1032719
5286,15064,1033511
5287,67768,980807
5288,9232,1039343
5289,135592,912983
5290,9232,1039343
5291,23812,1024763
5292,5956,1042619
5293,15880,1032695
5294,17872,1030703
5295,53620,994955
5296,5296,1043279
5297,15892,1032683
5298,8944,1039631
5299,23848,1024727
5300,5300,1043275
5301,15904,1032671
5302,22660,1025915
5303,35800,1012775
5304,5304,1043271
5305,17908,1030667
5306,7960,1040615
5307,51028,997547
5308,13444,1035131
5309,15928,1032647
5310,40336,1008239
5311,121012,927563
5312,9232,1039343
5313,15940,1032635
5314,10096,1038479
5315,23920,1024655
5316,5316,1043259
5317,15952,1032623
5318,11968,1036607
5319,35908,1012667
5320,5320,1043255
5321,26944,1021631
5322,7984,1040591
5323,23956,1024619
5324,5992,1042583
5325,15976,1032599
5326,45520,1003055
5327,53944,994631
5328,9232,1039343
5329,15988,1032587
5330,20248,1028327
5331,23992,1024583
5332,9232,1039343
5333,16000,1032575
5334,12004,1036571
5335,36016,1012559
5336,21688,1026887
5337,18016,1030559
5338,21688,1026887
5339,40552,1008023
5340,21688,1026887
5341,21688,1026887
5342,30436,1018139
5343,81160,967415
5344,9232,1039343
5345,250504,798071
5346,9232,1039343
5347,24064,1024511
5348,8584,1039991
5349,16048,1032527
5350,12040,1036535
5351,146500,902075
5352,9232,1039343
5353,40660,1007915
5354,9232,1039343
5355,34324,1014251
5356,6784,1041791
5357,16072,1032503
5358,18088,1030487
5359,695464,353111
5360,9232,1039343
5361,16084,1032491
5362,15280,1033295
5363,24136,1024439
5364,9232,1039343
5365,16096,1032479
5366,13588,1034987
5367,36232,1012343
5368,39364,1009211
5369,20392,1028183
5370,39364,1009211
5371,176740,871835
5372,39364,1009211
5373,39364,1009211
5374,103336,945239
5375,275560,773015
5376,5376,1043199
5377,16132,1032443
5378,14560,1034015
5379,24208,1024367
5380,9232,1039343
5381,16144,1032431
5382,12112,1036463
5383,36340,1012235
5384,5384,1043191
5385,32776,1015799
5386,8080,1040495
5387,65608,982967
5388,6064,1042511
5389,16168,1032407
5390,18196,1030379
5391,54592,993983
5392,9232,1039343
5393,16180,1032395
5394,23056,1025519
5395,24280,1024295
5396,9232,1039343
5397,16192,1032383
5398,12148,1036427
5399,36448,1012127
5400,9232,1039343
5401,25972,1022603
5402,9232,1039343
5403,155824,892751
5404,17332,1031243
5405,17332,1031243
5406,27376,1021199
5407,82132,966443
5408,5408,1043167
5409,16228,1032347
5410,8116,1040459
5411,24352,1024223
5412,6856,1041719
5413,16240,1032335
5414,12184,1036391
5415,41128,1007447
5416,5416,1043159
5417,61720,986855
5418,8128,1040447
5419,24388,1024187
5420,9232,1039343
5421,16264,1032311
5422,18304,1030271
5423,54916,993659
5424,5424,1043151
5425,16276,1032299
5426,9232,1039343
5427,24424,1024151
5428,5428,1043147
5429,16288,1032287
5430,223072,825503
5431,223072,825503
5432,5812,1042763
5433,39184,1009391
5434,8152,1040423
5435,27520,1021055
5436,13768,1034807
5437,16312,1032263
5438,69712,978863
5439,123928,924647
5440,5440,1043135
5441,16324,1032251
5442,8728,1039847
5443,24496,1024079
5444,13120,1035455
5445,16336,1032239
5446,13120,1035455
5447,176740,871835
5448,39364,1009211
5449,44224,1004351
5450,39364,1009211
5451,24532,1024043
5452,39364,1009211
5453,39364,1009211
5454,95956,952619
5455,95956,952619
5456,5456,1043119
5457,118096,930479
5458,1276936,197285
5459,1276936,197285
5460,5460,1043115
5461,16384,1032191
5462,12292,1036283
5463,36880,1011695
5464,5464,1043111
5465,18448,1030127
5466,8200,1040375
5467,41524,1007051
5468,9232,1039343
5469,16408,1032167
5470,27700,1020875
5471,83104,965471
5472,9232,1039343
5473,20788,1027787
5474,8212,1040363
5475,24640,1023935
5476,5476,1043099
5477,16432,1032143
5478,12328,1036247
5479,399976,648599
5480,9232,1039343
5481,41632,1006943
5482,9232,1039343
5483,24676,1023899
5484,10420,1038155
5485,16456,1032119
5486,18520,1030055
5487,62512,986063
5488,9232,1039343
5489,16468,1032107
5490,9268,1039307
5491,24712,1023863
5492,9232,1039343
5493,16480,1032095
5494,13912,1034663
5495,37096,1011479
5496,6964,1041611
5497,70468,978107
5498,8248,1040327
5499,27844,1020731
5500,20896,1027679
5501,20896,1027679
5502,225988,822587
5503,225988,822587
5504,5504,1043071
5505,190996,857579
5506,9232,1039343
5507,24784,1023791
5508,9232,1039343
5509,16528,1032047
5510,12400,1036175
5511,37204,1011371
5512,9232,1039343
5513,31408,1017167
5514,9232,1039343
5515,24820,1023755
5516,9232,1039343
5517,16552,1032023
5518,18628,1029947
5519,55888,992687
5520,9232,1039343
5521,16564,1032011
5522,13984,1034591
5523,24856,1023719
5524,9232,1039343
5525,16576,1031999
5526,12436,1036139
5527,37312,1011263
5528,9232,1039343
5529,18664,1029911
5530,9232,1039343
5531,63016,985559
5532,95956,952619
5533,95956,952619
5534,95956,952619
5535,359152,689423
5536,5536,1043039
5537,16612,1031963
5538,8308,1040267
5539,24928,1023647
5540,10528,1038047
5541,16624,1031951
5542,12472,1036103
5543,250504,798071
5544,5544,1043031
5545,94768,953807
5546,8320,1040255
5547,24964,1023611
5548,6244,1042331
5549,16648,1031927
5550,18736,1029839
5551,56212,992363
5552,9232,1039343
5553,16660,1031915
5554,9376,1039199
5555,25000,1023575
5556,9232,1039343
5557,16672,1031903
5558,26728,1021847
5559,37528,1011047
5560,9232,1039343
5561,18772,1029803
5562,9232,1039343
5563,28168,1020407
5564,15856,1032719
5565,16696,1031879
5566,42280,1006295
5567,481624,566951
5568,5568,1043007
5569,16708,1031867
5570,23812,1024763
5571,25072,1023503
5572,5572,1043003
5573,16720,1031855
5574,12544,1036031
5575,37636,1010939
5576,9232,1039343
5577,28240,1020335
5578,9232,1039343
5579,25108,1023467
5580,9232,1039343
5581,16744,1031831
5582,80512,968063
5583,80512,968063
5584,5584,1042991
5585,16756,1031819
5586,21220,1027355
5587,25144,1023431
5588,5588,1042987
5589,16768,1031807
5590,15928,1032647
5591,37744,1010831
5592,5592,1042983
5593,18880,1029695
5594,8392,1040183
5595,42496,1006079
5596,9448,1039127
5597,16792,1031783
5598,71764,976811
5599,85048,963527
5600,9232,1039343
5601,31912,1016663
5602,8404,1040171
5603,25216,1023359
5604,45520,1003055
5605,45520,1003055
5606,45520,1003055
5607,63880,984695
5608,9232,1039343
5609,345544,703031
5610,9232,1039343
5611,182068,866507
5612,9232,1039343
5613,16840,1031735
5614,18952,1029623
5615,95956,952619
5616,9232,1039343
5617,16852,1031723
5618,21688,1026887
5619,25288,1023287
5620,9232,1039343
5621,16864,1031711
5622,40552,1008023
5623,40552,1008023
5624,250504,798071
5625,21688,1026887
5626,250504,798071
5627,32056,1016519
5628,250504,798071
5629,250504,798071
5630,144340,904235
5631,433024,615551
5632,5632,1042943
5633,16900,1031675
5634,9232,1039343
5635,25360,1023215
5636,9232,1039343
5637,16912,1031663
5638,12688,1035887
5639,38068,1010507
5640,5640,1042935
5641,28564,1020011
5642,8464,1040111
5643,25396,1023179
5644,6352,1042223
5645,16936,1031639
5646,19060,1029515
5647,57184,991391
5648,9232,1039343
5649,16948,1031627
5650,14308,1034267
5651,25432,1023143
5652,9232,1039343
5653,16960,1031615
5654,39364,1009211
5655,39364,1009211
5656,9232,1039343
5657,39364,1009211
5658,9232,1039343
5659,96712,951863
5660,9556,1039019
5661,16984,1031591
5662,28672,1019903
5663,86020,962555
5664,5664,1042911
5665,16996,1031579
5666,9232,1039343
5667,25504,1023071
5668,8080,1040495
5669,17008,1031567
5670,12760,1035815
5671,43072,1005503
5672,5672,1042903
5673,6810136,79334
5674,8512,1040063
5675,25540,1023035
5676,9232,1039343
5677,17032,1031543
5678,19168,1029407
5679,163780,884795
5680,5680,1042895
5681,17044,1031531
5682,12148,1036427
5683,25576,1022999
5684,5684,1042891
5685,17056,1031519
5686,138400,910175
5687,138400,910175
5688,5688,1042887
5689,19204,1029371
5690,8536,1040039
5691,28816,1019759
5692,14416,1034159
5693,17080,1031495
5694,43252,1005323
5695,129760,918815
5696,5696,1042879
5697,17092,1031483
5698,8548,1040027
5699,25648,1022927
5700,5700,1042875
5701,17104,1031471
5702,12832,1035743
5703,38500,1010075
5704,5704,1042871
5705,61720,986855
5706,8560,1040015
5707,25684,1022891
5708,6424,1042151
5709,17128,1031447
5710,21688,1026887
5711,57832,990743
5712,5712,1042863
5713,17140,1031435
5714,32560,1016015
5715,32560,1016015
5716,5716,1042859
5717,17152,1031423
5718,12868,1035707
5719,38608,1009967
5720,5720,1042855
5721,19312,1029263
5722,8584,1039991
5723,48904,999671
5724,9664,1038911
5725,17176,1031399
5726,28996,1019579
5727,86992,961583
5728,5728,1042847
5729,21760,1026815
5730,8596,1039979
5731,25792,1022783
5732,5732,1042843
5733,17200,1031375
5734,12904,1035671
5735,98008,950567
5736,5736,1042839
5737,176740,871835
5738,8608,1039967
5739,44224,1004351
5740,39364,1009211
5741,39364,1009211
5742,39364,1009211
5743,65428,983147
5744,9232,1039343
5745,17236,1031339
5746,1276936,197285
5747,1276936,197285
5748,9232,1039343
5749,17248,1031327
5750,14560,1034015
5751,38824,1009751
5752,9232,1039343
5753,32776,1015799
5754,9232,1039343
5755,29140,1019435
5756,41524,1007051
5757,41524,1007051
5758,65608,982967
5759,897856,150719
5760,5760,1042815
5761,83104,965471
5762,8644,1039931
5763,25936,1022639
5764,9232,1039343
5765,17296,1031279
5766,12976,1035599
5767,38932,1009643
5768,5768,1042807
5769,49300,999275
5770,8656,1039919
5771,25972,1022603
5772,6496,1042079
5773,17320,1031255
5774,24676,1023899
5775,58480,990095
5776,5776,1042799
5777,17332,1031243
5778,14632,1033943
5779,26008,1022567
5780,5780,1042795
5781,17344,1031231
5782,13012,1035563
5783,39040,1009535
5784,5784,1042791
5785,19528,1029047
5786,8680,1039895
5787,74176,974399
5788,10996,1037579
5789,17368,1031207
5790,29320,1019255
5791,250504,798071
5792,5792,1042783
5793,20896,1027679
5794,9232,1039343
5795,26080,1022495
5796,24784,1023791
5797,24784,1023791
5798,24784,1023791
5799,190996,857579
5800,5800,1042775
5801,223072,825503
5802,8704,1039871
5803,26116,1022459
5804,9232,1039343
5805,17416,1031159
5806,19600,1028975
5807,58804,989771
5808,5808,1042767
5809,17428,1031147
5810,9808,1038767
5811,26152,1022423
5812,5812,1042763
5813,17440,1031135
5814,22084,1026491
5815,39256,1009319
5816,5816,1042759
5817,19636,1028939
5818,8728,1039847
5819,29464,1019111
5820,14740,1033835
5821,17464,1031111
5822,44224,1004351
5823,132676,915899
5824,9232,1039343
5825,17476,1031099
5826,95956,952619
5827,95956,952619
5828,5828,1042747
5829,17488,1031087
5830,13120,1035455
5831,39364,1009211
5832,5832,1042743
5833,29536,1019039
5834,8752,1039823
5835,26260,1022315
5836,6568,1042007
5837,17512,1031063
5838,250504,798071
5839,250504,798071
5840,9232,1039343
5841,17524,1031051
5842,22192,1026383
5843,26296,1022279
5844,9232,1039343
5845,17536,1031039
5846,13156,1035419
5847,39472,1009103
5848,9232,1039343
5849,19744,1028831
5850,9232,1039343
5851,44440,1004135
5852,9880,1038695
5853,17560,1031015
5854,33352,1015223
5855,88936,959639
5856,9232,1039343
5857,50056,998519
5858,9232,1039343
5859,26368,1022207
5860,5860,1042715
5861,17584,1030991
5862,13192,1035383
5863,84544,964031
5864,9232,1039343
5865,67768,980807
5866,9232,1039343
5867,33424,1015151
5868,9232,1039343
5869,17608,1030967
5870,19816,1028759
5871,150496,898079
5872,5872,1042703
5873,17620,1030955
5874,25108,1023467
5875,26440,1022135
5876,5876,1042699
5877,17632,1030943
5878,80512,968063
5879,80512,968063
5880,11176,1037399
5881,22336,1026239
5882,11176,1037399
5883,50272,998303
5884,190996,857579
5885,190996,857579
5886,190996,857579
5887,381976,666599
5888,5888,1042687
5889,17668,1030907
5890,9448,1039127
5891,26512,1022063
5892,9232,1039343
5893,17680,1030895
5894,13264,1035311
5895,39796,1008779
5896,9232,1039343
5897,85048,963527
5898,9232,1039343
5899,26548,1022027
5900,9232,1039343
5901,17704,1030871
5902,19924,1028651
5903,59776,988799
5904,5904,1042671
5905,17716,1030859
5906,345544,703031
5907,345544,703031
5908,5908,1042667
5909,17728,1030847
5910,18952,1029623
5911,39904,1008671
5912,5912,1042663
5913,95956,952619
5914,8872,1039703
5915,575728,472847
5916,9988,1038587
5917,17752,1030823
5918,29968,1018607
5919,89908,958667
5920,5920,1042655
5921,250504,798071
5922,8884,1039691
5923,26656,1021919
5924,7504,1041071
5925,17776,1030799
5926,13336,1035239
5927,45016,1003559
5928,5928,1042647
5929,250504,798071
5930,8896,1039679
5931,26692,1021883
5932,9232,1039343
5933,17800,1030775
5934,20032,1028543
5935,60100,988475
5936,5936,1042639
5937,17812,1030763
5938,10024,1038551
5939,26728,1021847
5940,5940,1042635
5941,17824,1030751
5942,33856,1014719
5943,40120,1008455
5944,14308,1034267
5945,20068,1028507
5946,14308,1034267
5947,30112,1018463
5948,15064,1033511
5949,17848,1030727
5950,50848,997727
5951,135592,912983
5952,5952,1042623
5953,17860,1030715
5954,9232,1039343
5955,26800,1021775
5956,5956,1042619
5957,17872,1030703
5958,13408,1035167
5959,50920,997655
5960,8080,1040495
5961,30184,1018391
5962,8944,1039631
5963,26836,1021739
5964,8080,1040495
5965,17896,1030679
5966,22660,1025915
5967,60424,988151
5968,5968,1042607
5969,17908,1030667
5970,51028,997547
5971,51028,997547
5972,5972,1042603
5973,17920,1030655
5974,13444,1035131
5975,40336,1008239
5976,5976,1042599
5977,20176,1028399
5978,8968,1039607
5979,45412,1003163
5980,10096,1038479
5981,17944,1030631
5982,30292,1018283
5983,90880,957695
5984,5984,1042591
5985,25576,1022999
5986,8980,1039595
5987,26944,1021631
5988,5988,1042587
5989,17968,1030607
5990,13480,1035095
5991,345544,703031
5992,5992,1042583
5993,45520,1003055
5994,8992,1039583
5995,26980,1021595
5996,11392,1037183
5997,17992,1030583
5998,20248,1028327
5999,129760,918815
6000,6000,1042575
6001,18004,1030571
6002,10132,1038443
6003,27016,1021559
6004,6004,1042571
6005,18016,1030559
6006,15208,1033367
6007,40552,1008023
6008,21688,1026887
6009,61720,986855
6010,21688,1026887
6011,30436,1018139
6012,22840,1025735
6013,22840,1025735
6014,250504,798071
6015,250504,798071
6016,9232,1039343
6017,32560,1016015
6018,9028,1039547
6019,27088,1021487
6020,8584,1039991
6021,18064,1030511
6022,13552,1035023
6023,40660,1007915
6024,6024,1042551
6025,34324,1014251
6026,9040,1039535
6027,48904,999671
6028,6784,1041791
6029,18088,1030487
6030,28996,1019579
6031,61072,987503
6032,9232,1039343
6033,18100,1030475
6034,15280,1033295
6035,27160,1021415
6036,9232,1039343
6037,18112,1030463
6038,13588,1034987
6039,40768,1007807
6040,9232,1039343
6041,20392,1028183
6042,9232,1039343
6043,176740,871835
6044,39364,1009211
6045,39364,1009211
6046,39364,1009211
6047,103336,945239
6048,9232,1039343
6049,18148,1030427
6050,9232,1039343
6051,27232,1021343
6052,14560,1034015
6053,18160,1030415
6054,14560,1034015
6055,118096,930479
6056,9232,1039343
6057,1276936,197285
6058,9232,1039343
6059,32776,1015799
6060,65608,982967
6061,65608,982967
6062,65608,982967
6063,61396,987179
6064,6064,1042511
6065,18196,1030379
6066,10240,1038335
6067,27304,1021271
6068,6068,1042507
6069,18208,1030367
6070,23056,1025519
6071,40984,1007591
6072,6072,1042503
6073,20500,1028075
6074,9112,1039463
6075,30760,1017815
6076,25972,1022603
6077,25972,1022603
6078,46168,1002407
6079,155824,892751
6080,9232,1039343
6081,18244,1030331
6082,17332,1031243
6083,27376,1021199
6084,9232,1039343
6085,18256,1030319
6086,13696,1034879
6087,41092,1007483
6088,6088,1042487
6089,30832,1017743
6090,9136,1039439
6091,27412,1021163
6092,6856,1041719
6093,18280,1030295
6094,34720,1013855
6095,61720,986855
6096,9232,1039343
6097,18292,1030283
6098,250504,798071
6099,250504,798071
6100,9232,1039343
6101,18304,1030271
6102,26080,1022495
6103,41200,1007375
6104,9232,1039343
6105,20608,1027967
6106,9232,1039343
6107,46384,1002191
6108,10312,1038263
6109,18328,1030247
6110,223072,825503
6111,223072,825503
6112,6112,1042463
6113,39184,1009391
6114,9232,1039343
6115,27520,1021055
6116,6116,1042459
6117,18352,1030223
6118,13768,1034807
6119,69712,978863
6120,6120,1042455
6121,8153620,58746
6122,9184,1039391
6123,55888,992687
6124,8728,1039847
6125,18376,1030199
6126,20680,1027895
6127,104704,943871
6128,13120,1035455
6129,18388,1030187
6130,44224,1004351
6131,44224,1004351
6132,13120,1035455
6133,18400,1030175
6134,17476,1031099
6135,41416,1007159
6136,39364,1009211
6137,95956,952619
6138,39364,1009211
6139,95956,952619
6140,118096,930479
6141,118096,930479
6142,1276936,197285
6143,1276936,197285
6144,6144,1042431
6145,18436,1030139
6146,9232,1039343
6147,27664,1020911
6148,9232,1039343
6149,18448,1030127
6150,13840,1034735
6151,41524,1007051
6152,6152,1042423
6153,31156,1017419
6154,9232,1039343
6155,27700,1020875
6156,6928,1041647
6157,18472,1030103
6158,20788,1027787
6159,62368,986207
6160,6160,1042415
6161,18484,1030091
6162,15604,1032971
6163,27736,1020839
6164,6164,1042411
6165,18496,1030079
6166,13876,1034699
6167,41632,1006943
6168,6168,1042407
6169,20824,1027751
6170,9256,1039319
6171,975400,73175
6172,10420,1038155
6173,18520,1030055
6174,31264,1017311
6175,93796,954779
6176,9232,1039343
6177,18532,1030043
6178,9268,1039307
6179,27808,1020767
6180,7828,1040747
6181,18544,1030031
6182,13912,1034663
6183,46960,1001615
6184,9232,1039343
6185,70468,978107
6186,9280,1039295
6187,27844,1020731
6188,6964,1041611
6189,18568,1030007
6190,20896,1027679
6191,225988,822587
6192,9232,1039343
6193,190996,857579
6194,190996,857579
6195,190996,857579
6196,9232,1039343
6197,18592,1029983
6198,67048,981527
6199,67048,981527
6200,9232,1039343
6201,20932,1027643
6202,9304,1039271
6203,31408,1017167
6204,15712,1032863
6205,18616,1029959
6206,59668,988907
6207,141424,907151
6208,9232,1039343
6209,18628,1029947
6210,9316,1039259
6211,27952,1020623
6212,9232,1039343
6213,18640,1029935
6214,13984,1034591
6215,41956,1006619
6216,6216,1042359
6217,59776,988799
6218,9328,1039247
6219,27988,1020587
6220,7000,1041575
6221,18664,1029911
6222,23632,1024943
6223,63016,985559
6224,9232,1039343
6225,18676,1029899
6226,95956,952619
6227,95956,952619
6228,9232,1039343
6229,18688,1029887
6230,14020,1034555
6231,42064,1006511
6232,6232,1042343
6233,21040,1027535
6234,9352,1039223
6235,269728,778847
6236,10528,1038047
6237,18712,1029863
6238,31588,1016987
6239,94768,953807
6240,9232,1039343
6241,23704,1024871
6242,9364,1039211
6243,28096,1020479
6244,6244,1042331
6245,18736,1029839
6246,14056,1034519
6247,144340,904235
6248,9232,1039343
6249,47464,1001111
6250,9376,1039199
6251,60100,988475
6252,26728,1021847
6253,26728,1021847
6254,26728,1021847
6255,120256,928319
6256,9232,1039343
6257,18772,1029803
6258,14308,1034267
6259,28168,1020407
6260,9232,1039343
6261,18784,1029791
6262,15856,1032719
6263,42280,1006295
6264,9232,1039343
6265,67768,980807
6266,9400,1039175
6267,50848,997727
6268,23812,1024763
6269,23812,1024763
6270,71440,977135
6271,214324,834251
6272,6272,1042303
6273,18820,1029755
6274,9412,1039163
6275,28240,1020335
6276,6276,1042299
6277,18832,1029743
6278,14128,1034447
6279,42388,1006187
6280,9232,1039343
6281,80512,968063
6282,9424,1039151
6283,28276,1020299
6284,9232,1039343
6285,18856,1029719
6286,21220,1027355
6287,63664,984911
6288,6288,1042287
6289,18868,1029707
6290,15928,1032647
6291,28312,1020263
6292,6292,1042283
6293,18880,1029695
6294,14164,1034411
6295,42496,1006079
6296,6296,1042279
6297,21256,1027319
6298,9448,1039127
6299,71764,976811
6300,11968,1036607
6301,18904,1029671
6302,31912,1016663
6303,817936,230639
6304,6304,1042271
6305,26944,1021631
6306,9460,1039115
6307,28384,1020191
6308,45520,1003055
6309,45520,1003055
6310,45520,1003055
6311,345544,703031
6312,6312,1042263
6313,182068,866507
6314,9472,1039103
6315,28420,1020155
6316,9232,1039343
6317,18952,1029623
6318,21328,1027247
6319,129760,918815
6320,9232,1039343
6321,21688,1026887
6322,21688,1026887
6323,28456,1020119
6324,9232,1039343
6325,18976,1029599
6326,40552,1008023
6327,42712,1005863
6328,9232,1039343
6329,21688,1026887
6330,9496,1039079
6331,32056,1016519
6332,250504,798071
6333,250504,798071
6334,250504,798071
6335,144340,904235
6336,6336,1042239
6337,19012,1029563
6338,12040,1036535
6339,28528,1020047
6340,9232,1039343
6341,19024,1029551
6342,14272,1034303
6343,42820,1005755
6344,9232,1039343
6345,32128,1016447
6346,9520,1039055
6347,28564,1020011
6348,9232,1039343
6349,19048,1029527
6350,695464,353111
6351,695464,353111
6352,6352,1042223
6353,19060,1029515
6354,24136,1024439
6355,28600,1019975
6356,6356,1042219
6357,19072,1029503
6358,14308,1034267
6359,42928,1005647
6360,39364,1009211
6361,39364,1009211
6362,39364,1009211
6363,48328,1000247
6364,39364,1009211
6365,39364,1009211
6366,40804,1007771
6367,96712,951863
6368,9232,1039343
6369,275560,773015
6370,9556,1039019
6371,28672,1019903
6372,9232,1039343
6373,19120,1029455
6374,14344,1034231
6375,1276936,197285
6376,9232,1039343
6377,48436,1000139
6378,9568,1039007
6379,36340,1012235
6380,8080,1040495
6381,19144,1029431
6382,21544,1027031
6383,6810136,79334
6384,9232,1039343
6385,19156,1029419
6386,18196,1030379
6387,28744,1019831
6388,9232,1039343
6389,19168,1029407
6390,16180,1032395
6391,43144,1005431
6392,12148,1036427
6393,24280,1024295
6394,12148,1036427
6395,599056,449519
6396,36448,1012127
6397,36448,1012127
6398,138400,910175
6399,328048,720527
6400,6400,1042175
6401,19204,1029371
6402,17332,1031243
6403,28816,1019759
6404,6404,1042171
6405,19216,1029359
6406,14416,1034159
6407,43252,1005323
6408,6408,1042167
6409,32452,1016123
6410,9616,1038959
6411,28852,1019723
6412,7216,1041359
6413,19240,1029335
6414,21652,1026923
6415,64960,983615
6416,6416,1042159
6417,19252,1029323
6418,61720,986855
6419,61720,986855
6420,6420,1042155
6421,19264,1029311
6422,14452,1034123
6423,43360,1005215
6424,6424,1042151
6425,21688,1026887
6426,9640,1038935
6427,164752,883823
6428,10852,1037723
6429,19288,1029287
6430,32560,1016015
6431,97684,950891
6432,6432,1042143
6433,19300,1029275
6434,9652,1038923
6435,28960,1019615
6436,8152,1040423
6437,19312,1029263
6438,14488,1034087
6439,48904,999671
6440,6440,1042135
6441,73384,975191
6442,9664,1038911
6443,28996,1019579
6444,7252,1041323
6445,19336,1029239
6446,21760,1026815
6447,65284,983291
6448,6448,1042127
6449,19348,1029227
6450,13120,1035455
6451,29032,1019543
6452,6452,1042123
6453,19360,1029215
6454,176740,871835
6455,176740,871835
6456,39364,1009211
6457,44224,1004351
6458,39364,1009211
6459,39364,1009211
6460,39364,1009211
6461,39364,1009211
6462,209680,838895
6463,209680,838895
6464,6464,1042111
6465,19396,1029179
6466,1276936,197285
6467,1276936,197285
6468,6468,1042107
6469,19408,1029167
6470,14560,1034015
6471,6810136,79334
6472,9232,1039343
6473,32776,1015799
6474,9712,1038863
6475,29140,1019435
6476,9232,1039343
6477,19432,1029143
6478,41524,1007051
6479,65608,982967
6480,6480,1042095
6481,27700,1020875
6482,83104,965471
6483,83104,965471
6484,6484,1042091
6485,19456,1029119
6486,14596,1033979
6487,43792,1004783
6488,9232,1039343
6489,21904,1026671
6490,9736,1038839
6491,49300,999275
6492,10960,1037615
6493,19480,1029095
6494,32884,1015691
6495,98656,949919
6496,6496,1042079
6497,24676,1023899
6498,9748,1038827
6499,29248,1019327
6500,9232,1039343
6501,19504,1029071
6502,14632,1033943
6503,166696,881879
6504,6504,1042071
6505,49408,999167
6506,9760,1038815
6507,29284,1019291
6508,13912,1034663
6509,19528,1029047
6510,21976,1026599
6511,74176,974399
6512,6512,1042063
6513,19540,1029035
6514,10996,1037579
6515,29320,1019255
6516,6516,1042059
6517,19552,1029023
6518,20896,1027679
6519,44008,1004567
6520,9232,1039343
6521,225988,822587
6522,9784,1038791
6523,190996,857579
6524,24784,1023791
6525,24784,1023791
6526,74356,974219
6527,223072,825503
6528,6528,1042047
6529,19588,1028987
6530,9796,1038779
6531,29392,1019183
6532,9232,1039343
6533,19600,1028975
6534,14704,1033871
6535,44116,1004459
6536,6536,1042039
